path,family,reason,title_before,title_after,h1_before,h1_after,description_before,description_after,indexable_before,indexable_after,canonical_after,opening_after,headings_added,paragraphs_added_or_changed,cta_before,cta_after,internal_links_added,links_removed_or_relabelled,rendered_body_changed,invalid_nul_characters_before,invalid_nul_characters_after,page_schema_changed,lastmod_before,lastmod_after,changed
/ar/blog/aston-martin-best-workshop-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",ورشة Aston Martin في دبي | ديجي-تك,ورشة Aston Martin في دبي | ديجي-تك,دليل ورشة Aston Martin المتخصصة في دبي,دليل ورشة Aston Martin المتخصصة في دبي,ورشة متخصصة في Aston Martin بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,ورشة متخصصة في Aston Martin بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,True,True,https://digitecme.com/ar/blog/aston-martin-best-workshop-dubai,اختيار الورشة المناسبة لا يعتمد على شعار، بل على قدرة الفريق على فهم السيارة وتحديد المشكلة بدقة وشرح مسار إصلاح منطقي قبل ارتفاع التكلفة. في ديجي-تك بالقوز، يبدأ موعد Aston Martin بمراجعة تاريخ السيارة وأعراضها وحالتها الحالية، لا بالافتراضات.,,,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,,,False,2,0,False,2026-08-31,2026-08-31,True
/ar/blog/aston-martin-db11-service-dubai-guide,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",Aston Martin DB11 Service Dubai | Maintenance Guide,Aston Martin DB11 Service Dubai | Maintenance Guide,Aston Martin DB11 Service in Dubai: Owner Guide,Aston Martin DB11 Service in Dubai: Owner Guide,"Aston Martin DB11 service in Dubai: oil specification, cooling, brakes, gearbox fluid, electronics and diagnostics explained for owners.","Aston Martin DB11 service in Dubai: oil specification, cooling, brakes, gearbox fluid, electronics and diagnostics explained for owners.",True,True,https://digitecme.com/ar/blog/aston-martin-db11-service-dubai-guide,"What the DB11 needs in Dubai, covering oil, cooling, brakes, gearbox service and diagnostics.",,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,3,0,False,2026-08-31,2026-08-31,True
/ar/blog/audi-maintenance-guide-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",ورشة Audi في دبي | ديجي-تك,ورشة Audi في دبي | ديجي-تك,دليل ورشة Audi المتخصصة في دبي,دليل ورشة Audi المتخصصة في دبي,ورشة متخصصة في Audi بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,ورشة متخصصة في Audi بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,True,True,https://digitecme.com/ar/blog/audi-maintenance-guide-dubai,اختيار الورشة المناسبة لا يعتمد على شعار، بل على قدرة الفريق على فهم السيارة وتحديد المشكلة بدقة وشرح مسار إصلاح منطقي قبل ارتفاع التكلفة. في ديجي-تك بالقوز، يبدأ موعد Audi بمراجعة تاريخ السيارة وأعراضها وحالتها الحالية، لا بالافتراضات.,,,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,,,False,7,0,False,2026-08-31,2026-08-31,True
/ar/blog/audi-q7-service-dubai-guide,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",Audi Q7 Service Dubai | Maintenance and Repair Guide,Audi Q7 Service Dubai | Maintenance and Repair Guide,Audi Q7 Service in Dubai: Owner Maintenance Guide,Audi Q7 Service in Dubai: Owner Maintenance Guide,"Audi Q7 service in Dubai: oil specification, air suspension, gearbox and transfer case fluid, cooling, brakes and ODIS diagnostics explained.","Audi Q7 service in Dubai: oil specification, air suspension, gearbox and transfer case fluid, cooling, brakes and ODIS diagnostics explained.",True,True,https://digitecme.com/ar/blog/audi-q7-service-dubai-guide,"What the Audi Q7 needs in Dubai, covering air suspension, driveline fluids, cooling and diagnostics.",,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,4,0,False,2026-08-31,2026-08-31,True
/ar/blog/audi-rs-service-dubai-guide,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.","Audi RS Service Dubai | RS6, RS7, RSQ8 Maintenance Guide","Audi RS Service Dubai | RS6, RS7, RSQ8 Maintenance Guide",Audi RS Service in Dubai: Maintenance for RS and S Models,Audi RS Service in Dubai: Maintenance for RS and S Models,"Audi RS service in Dubai explained: oil specification, quattro driveline fluids, DSG and tiptronic service, cooling, brakes and ODIS diagnostics for RS6, RS7 and RSQ8.","Audi RS service in Dubai explained: oil specification, quattro driveline fluids, DSG and tiptronic service, cooling, brakes and ODIS diagnostics for RS6, RS7 and RSQ8.",True,True,https://digitecme.com/ar/blog/audi-rs-service-dubai-guide,"What Audi RS and S models need in Dubai, covering oil, quattro driveline fluid, gearbox service, cooling and diagnostics.",,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,3,0,False,2026-08-31,2026-08-31,True
/ar/blog/bentley-best-workshop-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",ورشة Bentley في دبي | ديجي-تك,ورشة Bentley في دبي | ديجي-تك,دليل ورشة Bentley المتخصصة في دبي,دليل ورشة Bentley المتخصصة في دبي,ورشة متخصصة في Bentley بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,ورشة متخصصة في Bentley بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,True,True,https://digitecme.com/ar/blog/bentley-best-workshop-dubai,اختيار الورشة المناسبة لا يعتمد على شعار، بل على قدرة الفريق على فهم السيارة وتحديد المشكلة بدقة وشرح مسار إصلاح منطقي قبل ارتفاع التكلفة. في ديجي-تك بالقوز، يبدأ موعد Bentley بمراجعة تاريخ السيارة وأعراضها وحالتها الحالية، لا بالافتراضات.,,,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,,,False,4,0,False,2026-08-31,2026-08-31,True
/ar/blog/bentley-continental-gt-service-dubai-guide,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",Bentley Continental GT Service Dubai | Maintenance Guide,Bentley Continental GT Service Dubai | Maintenance Guide,Bentley Continental GT Service in Dubai: Owner Guide,Bentley Continental GT Service in Dubai: Owner Guide,"Bentley Continental GT maintenance in Dubai: vehicle-specific service planning, suspension, cooling, brakes, gearbox and diagnostic concerns explained for owners.","Bentley Continental GT maintenance in Dubai: vehicle-specific service planning, suspension, cooling, brakes, gearbox and diagnostic concerns explained for owners.",True,True,https://digitecme.com/ar/blog/bentley-continental-gt-service-dubai-guide,"A Continental GT maintenance guide for Dubai covering suspension, cooling, brakes and diagnostics.",,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,2,0,False,2026-08-31,2026-08-31,True
/ar/blog/best-car-workshop-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",كيف تختار أفضل ورشة سيارات في دبي؟ | دليل 2026,كيف تختار أفضل ورشة سيارات في دبي؟ | دليل 2026,أفضل ورشة سيارات في دبي: دليل الاختيار لعام 2026,أفضل ورشة سيارات في دبي: دليل الاختيار لعام 2026,دليل عملي لاختيار ورشة سيارات في دبي وفق جودة التشخيص وخبرة الفنيين ووضوح عرض السعر والقطع والضمان وخدمة ما بعد الإصلاح.,دليل عملي لاختيار ورشة سيارات في دبي وفق جودة التشخيص وخبرة الفنيين ووضوح عرض السعر والقطع والضمان وخدمة ما بعد الإصلاح.,True,True,https://digitecme.com/ar/blog/best-car-workshop-dubai,تفرض حرارة دبي والغبار والازدحام ضغطاً إضافياً على اختيار ورشة سيارات موثوقة. لذلك لا يكفي التعامل مع العَرَض الظاهر؛ بل يجب فحص النظام كاملاً وتحديد السبب قبل اعتماد أي إصلاح أو استبدال للقطع.,,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,3,0,False,2026-08-31,2026-08-31,True
/ar/blog/best-defender-workshop-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",أفضل ورشة ديفندر في دبي | إصلاح حادث حقيقي,أفضل ورشة ديفندر في دبي | إصلاح حادث حقيقي,أفضل ورشة ديفندر في دبي: دراسة حالة إصلاح حادث حقيقي,أفضل ورشة ديفندر في دبي: دراسة حالة إصلاح حادث حقيقي,شاهد مراحل إصلاح لاند روفر ديفندر بعد حادث في دبي: الفحص، التفكيك، إصلاح الهيكل والدهان وإعادة التجميع داخل ورشة ديجي-تك.,شاهد مراحل إصلاح لاند روفر ديفندر بعد حادث في دبي: الفحص، التفكيك، إصلاح الهيكل والدهان وإعادة التجميع داخل ورشة ديجي-تك.,True,True,https://digitecme.com/ar/blog/best-defender-workshop-dubai,من أضرار الحادث وتفكيك الواجهة إلى إعادة التجميع والدهان والتسليم النهائي: شاهد مراحل إصلاح ديفندر داخل ورشة ديجي-تك.,,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,3,0,False,2026-08-31,2026-08-31,True
/ar/blog/best-oil-change-dubai-mercedes,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",أفضل تغيير زيت مرسيدس في دبي | دليل الصيانة,أفضل تغيير زيت مرسيدس في دبي | دليل الصيانة,أفضل تغيير زيت مرسيدس في دبي: ما الذي تحتاجه سيارتك فعلاً؟,أفضل تغيير زيت مرسيدس في دبي: ما الذي تحتاجه سيارتك فعلاً؟,دليل تغيير زيت مرسيدس في دبي: اختيار مواصفة الزيت المناسبة والفلتر والفحوص المهمة وكيف تختار ورشة متخصصة في القوز.,دليل تغيير زيت مرسيدس في دبي: اختيار مواصفة الزيت المناسبة والفلتر والفحوص المهمة وكيف تختار ورشة متخصصة في القوز.,True,True,https://digitecme.com/ar/blog/best-oil-change-dubai-mercedes,دليل عملي لاختيار تغيير زيت مرسيدس المناسب في دبي، من مواصفة الزيت والفلتر إلى خطوات الفحص داخل الورشة.,,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,3,0,False,2026-08-31,2026-08-31,True
/ar/blog/bmw-m-service-dubai-guide,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.","BMW M Service Dubai | M2, M3, M4, M5 Maintenance Guide","BMW M Service Dubai | M2, M3, M4, M5 Maintenance Guide",BMW M Service in Dubai: What an M Car Actually Needs,BMW M Service in Dubai: What an M Car Actually Needs,"What BMW M service in Dubai should include: oil specification, cooling, brakes, DCT and gearbox fluid, differential care and ISTA+ diagnostics for M2, M3, M4, M5 and X5 M.","What BMW M service in Dubai should include: oil specification, cooling, brakes, DCT and gearbox fluid, differential care and ISTA+ diagnostics for M2, M3, M4, M5 and X5 M.",True,True,https://digitecme.com/ar/blog/bmw-m-service-dubai-guide,"How BMW M models should be maintained in Dubai heat, from oil and cooling to gearbox fluid, brakes and differential service.",,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,2,0,False,2026-08-31,2026-08-31,True
/ar/blog/bmw-x5-service-dubai-guide,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",BMW X5 Service Dubai | Maintenance and Repair Guide,BMW X5 Service Dubai | Maintenance and Repair Guide,BMW X5 Service in Dubai: Maintenance Guide for Owners,BMW X5 Service in Dubai: Maintenance Guide for Owners,"BMW X5 service in Dubai: oil intervals, cooling, air suspension, transfer case, brakes and ISTA+ diagnostics explained for G05 and F15 owners.","BMW X5 service in Dubai: oil intervals, cooling, air suspension, transfer case, brakes and ISTA+ diagnostics explained for G05 and F15 owners.",True,True,https://digitecme.com/ar/blog/bmw-x5-service-dubai-guide,"A practical BMW X5 maintenance guide for Dubai, covering cooling, suspension, driveline and diagnostics.",,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,2,0,False,2026-08-31,2026-08-31,True
/ar/blog/brake-repair-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",إصلاح فرامل السيارات في دبي | دليل المالك,إصلاح فرامل السيارات في دبي | دليل المالك,إصلاح الفرامل في دبي: لماذا تتآكل أسرع في أجواء الإمارات؟,إصلاح الفرامل في دبي: لماذا تتآكل أسرع في أجواء الإمارات؟,دليل علامات تلف الفرامل في دبي وأسباب التآكل السريع وخطوات الفحص والإصلاح الآمن للسيارات الفاخرة والألمانية.,دليل علامات تلف الفرامل في دبي وأسباب التآكل السريع وخطوات الفحص والإصلاح الآمن للسيارات الفاخرة والألمانية.,True,True,https://digitecme.com/ar/blog/brake-repair-dubai,تفرض حرارة دبي والغبار والازدحام ضغطاً إضافياً على نظام الفرامل. لذلك لا يكفي التعامل مع العَرَض الظاهر؛ بل يجب فحص النظام كاملاً وتحديد السبب قبل اعتماد أي إصلاح أو استبدال للقطع.,,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,2,0,False,2026-08-31,2026-08-31,True
/ar/blog/cadillac-best-workshop-dubai,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.",ورشة Cadillac في دبي | ديجي-تك,ورشة Cadillac في دبي | ديجي-تك,دليل ورشة Cadillac المتخصصة في دبي,دليل ورشة Cadillac المتخصصة في دبي,ورشة متخصصة في Cadillac بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,ورشة متخصصة في Cadillac بدبي للفحص والصيانة والإصلاح. احجز لدى ديجي-تك في القوز للحصول على تشخيص واضح وخدمة احترافية.,True,True,https://digitecme.com/ar/blog/cadillac-best-workshop-dubai,اختيار الورشة المناسبة لا يعتمد على شعار، بل على قدرة الفريق على فهم السيارة وتحديد المشكلة بدقة وشرح مسار إصلاح منطقي قبل ارتفاع التكلفة. في ديجي-تك بالقوز، يبدأ موعد Cadillac بمراجعة تاريخ السيارة وأعراضها وحالتها الحالية، لا بالافتراضات.,,,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,احجز استشارتك ; احجز عبر واتساب ; اطلب عرض سعر ; تواصل مع ديجي-تك عبر واتساب ; تواصل معنا,,,False,6,0,False,2026-08-31,2026-08-31,True
/ar/blog/car-ac-not-cold-dubai-causes,article,"Removed stray NUL padding from streamed HTML; visible content, metadata and conversion wording retained.","Car AC Not Cold in Dubai | Causes, Checks and Repair Guide","Car AC Not Cold in Dubai | Causes, Checks and Repair Guide",Car AC Not Cold in Dubai: Causes and What to Check First,Car AC Not Cold in Dubai: Causes and What to Check First,"Why your car AC is not cold in Dubai: refrigerant loss, condenser fouling, compressor faults, blend door issues and how a workshop diagnoses each one.","Why your car AC is not cold in Dubai: refrigerant loss, condenser fouling, compressor faults, blend door issues and how a workshop diagnoses each one.",True,True,https://digitecme.com/ar/blog/car-ac-not-cold-dubai-causes,The real reasons car AC stops blowing cold in Dubai and how each cause is diagnosed properly.,,,احجز استشارتك ; تواصل معنا,احجز استشارتك ; تواصل معنا,,,False,4,0,False,2026-08-31,2026-08-31,True
