sheet,row,source_range,Top queries,Clicks,Impressions,CTR,Position
Queries,31,Queries!A31:E31,tyre change dubai,0.0,34.0,0.0,71.09
Queries,32,Queries!A32:E32,mercedes engine repair dubai,0.0,33.0,0.0,7.88
Queries,33,Queries!A33:E33,ferrari maintenance dubai,0.0,32.0,0.0,8.66
Queries,34,Queries!A34:E34,tire repair dubai,0.0,32.0,0.0,23.81
Queries,35,Queries!A35:E35,tyre repair dubai,0.0,32.0,0.0,48.47
Queries,36,Queries!A36:E36,bmw service,0.0,31.0,0.0,27.71
Queries,37,Queries!A37:E37,command unit repairing dubai,0.0,31.0,0.0,65.03
Queries,38,Queries!A38:E38,lamborghini service dubai,0.0,30.0,0.0,19.7
Queries,39,Queries!A39:E39,car paint protection film,0.0,30.0,0.0,30.47
Queries,40,Queries!A40:E40,aston martin repair dubai,0.0,29.0,0.0,29.55
Queries,41,Queries!A41:E41,car electrical repair dubai,0.0,29.0,0.0,44.69
Queries,42,Queries!A42:E42,mercedes stereo upgrade in dubai,0.0,29.0,0.0,49.55
Queries,43,Queries!A43:E43,ferrari service center,0.0,28.0,0.0,21.43
Queries,44,Queries!A44:E44,ceramic paint protection,0.0,28.0,0.0,35.14
Queries,45,Queries!A45:E45,range rover repair dubai,0.0,27.0,0.0,37.37
Queries,46,Queries!A46:E46,tyre replacement dubai,0.0,27.0,0.0,68.81
Queries,47,Queries!A47:E47,mercedes maintenance dubai,0.0,26.0,0.0,5.42
Queries,48,Queries!A48:E48,rolls royce service,0.0,26.0,0.0,17.58
Queries,49,Queries!A49:E49,rolls royce repair dubai,0.0,26.0,0.0,20.42
Queries,50,Queries!A50:E50,bmw service center dubai,0.0,26.0,0.0,26.58
Queries,51,Queries!A51:E51,paint protection,0.0,26.0,0.0,42.65
Queries,52,Queries!A52:E52,bentley reverse camera in dubai,0.0,26.0,0.0,43.96
Queries,53,Queries!A53:E53,paint protection film,0.0,26.0,0.0,48.96
Queries,54,Queries!A54:E54,best chevrolet workshop,0.0,25.0,0.0,10.52
Queries,55,Queries!A55:E55,best mini workshop abu dhabi,0.0,25.0,0.0,17.8
Queries,56,Queries!A56:E56,mercedes suspension repair dubai,0.0,24.0,0.0,7.96
Queries,57,Queries!A57:E57,ferrari service center dubai,0.0,24.0,0.0,17.96
Queries,58,Queries!A58:E58,ferrari servicing,0.0,23.0,0.0,11.13
Queries,59,Queries!A59:E59,paint protection film installers,0.0,22.0,0.0,19.09
Queries,60,Queries!A60:E60,ferrari repair dubai,0.0,22.0,0.0,21.45
Queries,61,Queries!A61:E61,brake repair dubai,0.0,22.0,0.0,28.55
Queries,62,Queries!A62:E62,lamborghini repair dubai,0.0,22.0,0.0,31.86
Queries,63,Queries!A63:E63,bentley repair dubai,0.0,21.0,0.0,46.48
Queries,64,Queries!A64:E64,porsche maintenance,0.0,20.0,0.0,9.0
Queries,65,Queries!A65:E65,rolls royce service center dubai,0.0,20.0,0.0,20.0
Queries,66,Queries!A66:E66,oil change dubai,0.0,20.0,0.0,20.95
Queries,67,Queries!A67:E67,tire repair,0.0,20.0,0.0,23.25
Queries,68,Queries!A68:E68,bmw battery replacement,0.0,20.0,0.0,27.1
Queries,69,Queries!A69:E69,cadillac xts touch screen replacement in dubai,0.0,20.0,0.0,42.85
Queries,70,Queries!A70:E70,mercedes repair specialist,0.0,19.0,0.0,8.68
Queries,71,Queries!A71:E71,mercedes garage dubai,0.0,19.0,0.0,17.79
Queries,72,Queries!A72:E72,mercedes oil change,0.0,19.0,0.0,19.63
Queries,73,Queries!A73:E73,audi repair dubai,0.0,19.0,0.0,23.26
Queries,74,Queries!A74:E74,car ac gas refill dubai,0.0,19.0,0.0,67.74
Queries,75,Queries!A75:E75,car electrical services dubai,0.0,19.0,0.0,74.63
Queries,76,Queries!A76:E76,rox01 soft close door,0.0,18.0,0.0,7.44
Queries,77,Queries!A77:E77,car paint protection dubai,0.0,18.0,0.0,22.78
Queries,78,Queries!A78:E78,bmw repair,0.0,17.0,0.0,9.88
Queries,79,Queries!A79:E79,mercedes maintenance,0.0,17.0,0.0,29.94
Queries,80,Queries!A80:E80,cadillac srx screen replacement in dubai,0.0,17.0,0.0,54.59
Queries,81,Queries!A81:E81,mercedes benz repair dubai,0.0,16.0,0.0,3.5
Queries,82,Queries!A82:E82,mclaren repair,0.0,16.0,0.0,8.81
Queries,83,Queries!A83:E83,nissan service center al quoz,0.0,16.0,0.0,11.69
Queries,84,Queries!A84:E84,lamborghini service,0.0,16.0,0.0,14.31
Queries,85,Queries!A85:E85,range rover body repair,0.0,16.0,0.0,15.62
Queries,86,Queries!A86:E86,car diagnostic dubai,0.0,16.0,0.0,26.31
Queries,87,Queries!A87:E87,car suspension repair dubai,0.0,16.0,0.0,33.56
Queries,88,Queries!A88:E88,car servicing dubai,0.0,16.0,0.0,44.56
Queries,89,Queries!A89:E89,tire change dubai,0.0,16.0,0.0,45.44
Queries,90,Queries!A90:E90,mclaren maintenance dubai,0.0,15.0,0.0,10.07
Queries,91,Queries!A91:E91,bmw service in dubai,0.0,15.0,0.0,16.73
Queries,92,Queries!A92:E92,rolls royce maintenance dubai,0.0,15.0,0.0,18.73
Queries,93,Queries!A93:E93,mercedes coding service,0.0,15.0,0.0,19.13
Queries,94,Queries!A94:E94,hummer engine repair dubai,0.0,15.0,0.0,22.33
Queries,95,Queries!A95:E95,aston martin engine repair dubai,0.0,15.0,0.0,23.87
Queries,96,Queries!A96:E96,car diagnostics dip2,0.0,15.0,0.0,25.47
Queries,97,Queries!A97:E97,audi service,0.0,15.0,0.0,26.53
Queries,98,Queries!A98:E98,audi service dubai,0.0,15.0,0.0,31.67
Queries,99,Queries!A99:E99,bentley workshop dubai,0.0,15.0,0.0,31.67
Queries,100,Queries!A100:E100,mercedes engine repair,0.0,15.0,0.0,33.47
Queries,101,Queries!A101:E101,tire replacement dubai,0.0,15.0,0.0,35.47
Queries,102,Queries!A102:E102,mercedes e class audio upgrade in dubai,0.0,15.0,0.0,49.73
Queries,103,Queries!A103:E103,ferrari maintenance,0.0,14.0,0.0,8.71
Queries,104,Queries!A104:E104,mercedes benz service center dubai,0.0,14.0,0.0,10.0
Queries,105,Queries!A105:E105,mercedes transmission repair dubai,0.0,14.0,0.0,10.71
Queries,106,Queries!A106:E106,porsche repair dubai,0.0,14.0,0.0,11.86
Queries,107,Queries!A107:E107,mclaren engine repair dubai,0.0,14.0,0.0,12.71
Queries,108,Queries!A108:E108,rolls royce service center,0.0,14.0,0.0,15.36
Queries,109,Queries!A109:E109,aston martin brake repair dubai,0.0,14.0,0.0,16.79
Queries,110,Queries!A110:E110,mercedes suspension repair,0.0,14.0,0.0,17.93
Queries,111,Queries!A111:E111,mclaren workshop dubai,0.0,14.0,0.0,19.07
Queries,112,Queries!A112:E112,car suspension repair in dubai,0.0,14.0,0.0,32.36
Queries,113,Queries!A113:E113,paint protection films,0.0,14.0,0.0,56.71
Queries,114,Queries!A114:E114,merceds repair dubai,0.0,13.0,0.0,3.77
Queries,115,Queries!A115:E115,digitec,0.0,13.0,0.0,6.54
Queries,116,Queries!A116:E116,aston martin workshop dubai,0.0,13.0,0.0,11.38
Queries,117,Queries!A117:E117,porsche repair,0.0,13.0,0.0,11.77
Queries,118,Queries!A118:E118,bmw maintenance dubai,0.0,13.0,0.0,12.0
Queries,119,Queries!A119:E119,bmw battery replacement dubai,0.0,13.0,0.0,18.92
Queries,120,Queries!A120:E120,lamborghini maintenance dubai,0.0,13.0,0.0,19.15
Queries,121,Queries!A121:E121,rolls royce repair in dubai,0.0,13.0,0.0,25.38
Queries,122,Queries!A122:E122,suspension repair dubai,0.0,13.0,0.0,28.54
Queries,123,Queries!A123:E123,lamborghini reverse camera in dubai,0.0,13.0,0.0,30.0
Queries,124,Queries!A124:E124,bentley service in dubai,0.0,13.0,0.0,34.46
Queries,125,Queries!A125:E125,bentley service center dubai,0.0,13.0,0.0,44.69
Queries,126,Queries!A126:E126,bentley repair in dubai,0.0,13.0,0.0,49.08
Queries,127,Queries!A127:E127,audi gear repair abu dhabi,0.0,13.0,0.0,67.0
Queries,128,Queries!A128:E128,mercedes repair garage in dubai,0.0,12.0,0.0,3.08
Queries,129,Queries!A129:E129,digital car repair dubai,0.0,12.0,0.0,6.58
Queries,130,Queries!A130:E130,mercedes transmission repair,0.0,12.0,0.0,13.25
Queries,131,Queries!A131:E131,porsche transmission repair,0.0,12.0,0.0,14.0
Queries,132,Queries!A132:E132,audi specialist dubai,0.0,12.0,0.0,14.83
Queries,133,Queries!A133:E133,lexus car oil change in dubai,0.0,12.0,0.0,23.58
Queries,134,Queries!A134:E134,chrysler repair dubai,0.0,12.0,0.0,24.17
Queries,135,Queries!A135:E135,mclaren garage dubai,0.0,12.0,0.0,27.67
Queries,136,Queries!A136:E136,lamborghini service center dubai,0.0,12.0,0.0,29.83
Queries,137,Queries!A137:E137,tyre puncture repair dubai,0.0,12.0,0.0,41.33
Queries,138,Queries!A138:E138,bmw body repair garage,0.0,12.0,0.0,58.0
Queries,139,Queries!A139:E139,mercedes car repair dubai,0.0,11.0,0.0,2.18
Queries,140,Queries!A140:E140,digitech dubai,0.0,11.0,0.0,6.45
Queries,141,Queries!A141:E141,land rover transmission repair dubai,0.0,11.0,0.0,8.36
Queries,142,Queries!A142:E142,jaguar workshop dubai,0.0,11.0,0.0,11.45
Queries,143,Queries!A143:E143,car suspension repair,0.0,11.0,0.0,12.27
Queries,144,Queries!A144:E144,mclaren oil change service dubai,0.0,11.0,0.0,15.36
Queries,145,Queries!A145:E145,transmission repair dubai,0.0,11.0,0.0,17.45
Queries,146,Queries!A146:E146,rolls royce workshop dubai,0.0,11.0,0.0,18.45
Queries,147,Queries!A147:E147,gearbox repair dubai,0.0,11.0,0.0,22.91
Queries,148,Queries!A148:E148,ferrari suspension repair dubai,0.0,11.0,0.0,23.91
Queries,149,Queries!A149:E149,jaguar repair specialist,0.0,11.0,0.0,30.64
Queries,150,Queries!A150:E150,ford oil change service in dubai,0.0,11.0,0.0,30.82
Queries,151,Queries!A151:E151,porsche suspension repair dubai,0.0,11.0,0.0,31.45
Queries,152,Queries!A152:E152,brake service dubai,0.0,11.0,0.0,31.64
Queries,153,Queries!A153:E153,cadillac workshop dubai,0.0,11.0,0.0,36.91
Queries,154,Queries!A154:E154,head unit repairing dubai,0.0,11.0,0.0,64.45
Queries,155,Queries!A155:E155,change tyres dubai,0.0,11.0,0.0,79.18
Queries,156,Queries!A156:E156,mercedes oil change near me,0.0,10.0,0.0,4.1
Queries,157,Queries!A157:E157,mercedes diagnostic dubai,0.0,10.0,0.0,6.2
Queries,158,Queries!A158:E158,porsche maintenance dubai,0.0,10.0,0.0,6.8
Queries,159,Queries!A159:E159,porsche service dubai,0.0,10.0,0.0,10.9
Queries,160,Queries!A160:E160,nissan repair,0.0,10.0,0.0,14.3
Queries,161,Queries!A161:E161,bmw car service dubai,0.0,10.0,0.0,16.8
Queries,162,Queries!A162:E162,bugatti repair dubai,0.0,10.0,0.0,17.9
Queries,163,Queries!A163:E163,ferrari service centre,0.0,10.0,0.0,22.4
Queries,164,Queries!A164:E164,audi transmission repair dubai,0.0,10.0,0.0,22.9
Queries,165,Queries!A165:E165,nissan authorised service centre,0.0,10.0,0.0,24.7
Queries,166,Queries!A166:E166,tire service dubai,0.0,10.0,0.0,24.8
Queries,167,Queries!A167:E167,aston martin maintenance dubai,0.0,10.0,0.0,26.3
Queries,168,Queries!A168:E168,rolls royce engine repair dubai,0.0,10.0,0.0,26.4
Queries,169,Queries!A169:E169,car paint protection coating,0.0,10.0,0.0,27.0
Queries,170,Queries!A170:E170,chrysler repair shop near me,0.0,10.0,0.0,30.7
Queries,171,Queries!A171:E171,aston martin repair near me,0.0,10.0,0.0,30.8
Queries,172,Queries!A172:E172,best cadillac workshop abu dhabi,0.0,10.0,0.0,31.2
Queries,173,Queries!A173:E173,range rover workshop dubai,0.0,10.0,0.0,42.4
Queries,174,Queries!A174:E174,chrysler car repair dubai,0.0,10.0,0.0,43.0
Queries,175,Queries!A175:E175,chevrolet car service in dubai,0.0,10.0,0.0,45.5
Queries,176,Queries!A176:E176,bentley repair,0.0,10.0,0.0,49.8
Queries,177,Queries!A177:E177,stek dynoprism paint protection film dubai uae,0.0,10.0,0.0,51.3
Queries,178,Queries!A178:E178,mercedes auto repair in dubai,0.0,9.0,0.0,2.0
Queries,179,Queries!A179:E179,mercedes benz service dubai,0.0,9.0,0.0,5.89
Queries,180,Queries!A180:E180,ride height adjustment dubai,0.0,9.0,0.0,6.44
Queries,181,Queries!A181:E181,mercedes car service in dubai,0.0,9.0,0.0,6.67
Queries,182,Queries!A182:E182,land rover suspension repair,0.0,9.0,0.0,7.0
Queries,183,Queries!A183:E183,mercedes benz garage dubai,0.0,9.0,0.0,7.56
Queries,184,Queries!A184:E184,ppf and ceramic coating near me,0.0,9.0,0.0,8.44
Queries,185,Queries!A185:E185,best lamborghini service center dubai,0.0,9.0,0.0,8.56
Queries,186,Queries!A186:E186,mercedes car repair,0.0,9.0,0.0,9.44
Queries,187,Queries!A187:E187,audi battery replacement dubai,0.0,9.0,0.0,10.44
Queries,188,Queries!A188:E188,mercedes benz auto repair in dubai,0.0,9.0,0.0,10.44
Queries,189,Queries!A189:E189,rolls royce suspension repair dubai,0.0,9.0,0.0,10.89
Queries,190,Queries!A190:E190,car code performance,0.0,9.0,0.0,11.44
Queries,191,Queries!A191:E191,audi battery replacement near me,0.0,9.0,0.0,11.67
Queries,192,Queries!A192:E192,حماية طلاء السيارات,0.0,9.0,0.0,14.11
Queries,193,Queries!A193:E193,lamborghini workshop dubai,0.0,9.0,0.0,14.78
Queries,194,Queries!A194:E194,ferrari workshop dubai,0.0,9.0,0.0,17.11
Queries,195,Queries!A195:E195,range rover ac repair,0.0,9.0,0.0,19.67
Queries,196,Queries!A196:E196,صيانة رولز رويس,0.0,9.0,0.0,23.56
Queries,197,Queries!A197:E197,mini cooper oil change in dubai,0.0,9.0,0.0,27.67
Queries,198,Queries!A198:E198,aston martin transmission repair dubai,0.0,9.0,0.0,28.67
Queries,199,Queries!A199:E199,ferrari repair in dubai,0.0,9.0,0.0,29.33
Queries,200,Queries!A200:E200,vehicle diagnostics dubai,0.0,9.0,0.0,29.56
Queries,201,Queries!A201:E201,chevrolet repair in dubai,0.0,9.0,0.0,30.11
Queries,202,Queries!A202:E202,collision repair dubai,0.0,9.0,0.0,33.22
Queries,203,Queries!A203:E203,nissan workshop near me,0.0,9.0,0.0,38.67
Queries,204,Queries!A204:E204,ppf protection film,0.0,9.0,0.0,39.11
Queries,205,Queries!A205:E205,ppf spectre,0.0,9.0,0.0,39.22
Queries,206,Queries!A206:E206,bmw coding service,0.0,9.0,0.0,41.11
Queries,207,Queries!A207:E207,bentley service,0.0,9.0,0.0,43.11
Queries,208,Queries!A208:E208,car maintenance dubai,0.0,9.0,0.0,43.89
Queries,209,Queries!A209:E209,cadillac cue screen replacement in dubai,0.0,9.0,0.0,44.0
Queries,210,Queries!A210:E210,car scanning and diagnostics in dubai,0.0,9.0,0.0,47.67
Queries,211,Queries!A211:E211,car electrical repair in dubai,0.0,9.0,0.0,48.44
Queries,212,Queries!A212:E212,range rover repair specialist in dubai,0.0,9.0,0.0,48.89
Queries,213,Queries!A213:E213,bentley repair specialist in dubai,0.0,9.0,0.0,49.0
Queries,214,Queries!A214:E214,mercedes benz repair,0.0,8.0,0.0,5.88
Queries,215,Queries!A215:E215,lotus repair dubai,0.0,8.0,0.0,9.5
Queries,216,Queries!A216:E216,bmw repair dubai,0.0,8.0,0.0,10.38
Queries,217,Queries!A217:E217,audi transmission repair,0.0,8.0,0.0,10.75
Queries,218,Queries!A218:E218,mclaren service center,0.0,8.0,0.0,12.0
Queries,219,Queries!A219:E219,vw workshop dubai,0.0,8.0,0.0,12.38
Queries,220,Queries!A220:E220,bmw ac repair dubai,0.0,8.0,0.0,13.38
Queries,221,Queries!A221:E221,transmission repair,0.0,8.0,0.0,14.75
Queries,222,Queries!A222:E222,engine diagnostics dubai,0.0,8.0,0.0,17.0
Queries,223,Queries!A223:E223,bmw transmission repair,0.0,8.0,0.0,17.12
Queries,224,Queries!A224:E224,best ferrari garage in dubai,0.0,8.0,0.0,17.62
Queries,225,Queries!A225:E225,aston martin repair,0.0,8.0,0.0,17.88
Queries,226,Queries!A226:E226,land rover workshop dubai,0.0,8.0,0.0,19.0
Queries,227,Queries!A227:E227,car tuning dubai,0.0,8.0,0.0,19.25
Queries,228,Queries!A228:E228,ferrari oil change in dubai,0.0,8.0,0.0,20.12
Queries,229,Queries!A229:E229,car paint protection film artarmon,0.0,8.0,0.0,21.12
Queries,230,Queries!A230:E230,mercedes servicing,0.0,8.0,0.0,23.0
Queries,231,Queries!A231:E231,paint protection film in dubai,0.0,8.0,0.0,23.0
Queries,232,Queries!A232:E232,bugatti maintenance dubai,0.0,8.0,0.0,24.75
Queries,233,Queries!A233:E233,car servicing,0.0,8.0,0.0,25.25
Queries,234,Queries!A234:E234,paint protection dubai,0.0,8.0,0.0,25.38
Queries,235,Queries!A235:E235,tire repair service dubai,0.0,8.0,0.0,27.5
Queries,236,Queries!A236:E236,auto electrical diagnostics dubai,0.0,8.0,0.0,27.88
Queries,237,Queries!A237:E237,cars workshop dubai,0.0,8.0,0.0,32.12
Queries,238,Queries!A238:E238,ferrari brake repair dubai,0.0,8.0,0.0,32.38
Queries,239,Queries!A239:E239,engine oil change,0.0,8.0,0.0,33.75
Queries,240,Queries!A240:E240,bmw car battery replacement,0.0,8.0,0.0,34.12
Queries,241,Queries!A241:E241,bentley servicing,0.0,8.0,0.0,35.0
Queries,242,Queries!A242:E242,ferrari engine repair dubai,0.0,8.0,0.0,36.12
Queries,243,Queries!A243:E243,paint protection solutions,0.0,8.0,0.0,38.12
Queries,244,Queries!A244:E244,bugatti workshop dubai,0.0,8.0,0.0,39.88
Queries,245,Queries!A245:E245,bentley service centre,0.0,8.0,0.0,41.88
Queries,246,Queries!A246:E246,car wiring repair,0.0,8.0,0.0,43.25
Queries,247,Queries!A247:E247,audi brake repair dubai,0.0,8.0,0.0,53.38
Queries,248,Queries!A248:E248,car film protection,0.0,8.0,0.0,55.25
Queries,249,Queries!A249:E249,car protection film,0.0,8.0,0.0,55.5
Queries,250,Queries!A250:E250,car scanning dubai,0.0,8.0,0.0,57.0
Queries,251,Queries!A251:E251,car servicing package,0.0,8.0,0.0,67.25
Queries,252,Queries!A252:E252,mercedes-benz repair dubai,0.0,7.0,0.0,3.0
Queries,253,Queries!A253:E253,car body repair,0.0,7.0,0.0,4.57
Queries,254,Queries!A254:E254,audi suspension repair,0.0,7.0,0.0,6.14
Queries,255,Queries!A255:E255,car battery life in uae,0.0,7.0,0.0,7.57
Queries,256,Queries!A256:E256,mercedes oil change dubai,0.0,7.0,0.0,8.0
Queries,257,Queries!A257:E257,audi body shop,0.0,7.0,0.0,10.0
Queries,258,Queries!A258:E258,mercedes benz transmission repair,0.0,7.0,0.0,10.86
Queries,259,Queries!A259:E259,mercedes benz workshop dubai,0.0,7.0,0.0,11.71
Queries,260,Queries!A260:E260,mercedes electrical repair,0.0,7.0,0.0,13.86
Queries,261,Queries!A261:E261,nissan repair dubai,0.0,7.0,0.0,13.86
Queries,262,Queries!A262:E262,car oil change service dubai,0.0,7.0,0.0,15.57
Queries,263,Queries!A263:E263,lamborghini servicing,0.0,7.0,0.0,15.86
Queries,264,Queries!A264:E264,rolls royce repair,0.0,7.0,0.0,16.43
Queries,265,Queries!A265:E265,car diagnostic near me,0.0,7.0,0.0,16.71
Queries,266,Queries!A266:E266,ورشة تصليح مينى,0.0,7.0,0.0,18.71
Queries,267,Queries!A267:E267,car body repair history dubai,0.0,7.0,0.0,19.29
Queries,268,Queries!A268:E268,ferrari service centre dubai,0.0,7.0,0.0,19.71
Queries,269,Queries!A269:E269,bugatti service dubai,0.0,7.0,0.0,20.57
Queries,270,Queries!A270:E270,fault code scanning dubai,0.0,7.0,0.0,21.43
Queries,271,Queries!A271:E271,vehicle paint protection film,0.0,7.0,0.0,21.43
Queries,272,Queries!A272:E272,porsche car battery dubai,0.0,7.0,0.0,21.71
Queries,273,Queries!A273:E273,lamborghini service center,0.0,7.0,0.0,21.86
Queries,274,Queries!A274:E274,suspension repair near me,0.0,7.0,0.0,23.86
Queries,275,Queries!A275:E275,oil service dubai,0.0,7.0,0.0,26.57
Queries,276,Queries!A276:E276,protection ceramic,0.0,7.0,0.0,28.0
Queries,277,Queries!A277:E277,nissan near me service,0.0,7.0,0.0,29.57
Queries,278,Queries!A278:E278,rack and pinion gear dubai,0.0,7.0,0.0,30.0
Queries,279,Queries!A279:E279,bmw servicing,0.0,7.0,0.0,31.86
Queries,280,Queries!A280:E280,bmw car battery dubai,0.0,7.0,0.0,32.0
Queries,281,Queries!A281:E281,paint protection film in deira dubai,0.0,7.0,0.0,33.71
Queries,282,Queries!A282:E282,audi repair specialist in dubai,0.0,7.0,0.0,34.43
Queries,283,Queries!A283:E283,oil service,0.0,7.0,0.0,36.86
Queries,284,Queries!A284:E284,car accident repair dubai,0.0,7.0,0.0,38.86
Queries,285,Queries!A285:E285,exhaust repair,0.0,7.0,0.0,41.14
Queries,286,Queries!A286:E286,audi engine repair dubai,0.0,7.0,0.0,42.0
Queries,287,Queries!A287:E287,tire change service dubai,0.0,7.0,0.0,48.71
Queries,288,Queries!A288:E288,ppf dubai,0.0,7.0,0.0,51.0
Queries,289,Queries!A289:E289,chrysler garage near me,0.0,7.0,0.0,52.43
Queries,290,Queries!A290:E290,car servicing in dubai,0.0,7.0,0.0,52.86
Queries,291,Queries!A291:E291,mechanical electrical repair dubai,0.0,7.0,0.0,55.29
Queries,292,Queries!A292:E292,tyre service dubai,0.0,7.0,0.0,59.0
Queries,293,Queries!A293:E293,auto body repair dubai,0.0,7.0,0.0,62.14
Queries,294,Queries!A294:E294,chrysler garage in dubai,0.0,7.0,0.0,67.43
Queries,295,Queries!A295:E295,car exhaust cleaning services,0.0,7.0,0.0,68.43
Queries,296,Queries!A296:E296,chrysler oil change in dubai,0.0,7.0,0.0,70.43
Queries,297,Queries!A297:E297,mercedes repair dubai near me,0.0,6.0,0.0,2.0
Queries,298,Queries!A298:E298,exhaust repair dubai,0.0,6.0,0.0,5.0
Queries,299,Queries!A299:E299,mercedes specialist,0.0,6.0,0.0,6.0
Queries,300,Queries!A300:E300,tec,0.0,6.0,0.0,6.67
Queries,301,Queries!A301:E301,bmw suspension repair,0.0,6.0,0.0,7.83
Queries,302,Queries!A302:E302,auto electrician near me,0.0,6.0,0.0,8.17
Queries,303,Queries!A303:E303,rox 01 soft close,0.0,6.0,0.0,9.0
Queries,304,Queries!A304:E304,bmw diagnostics dubai,0.0,6.0,0.0,9.17
Queries,305,Queries!A305:E305,nissan service booking contact number,0.0,6.0,0.0,10.33
Queries,306,Queries!A306:E306,audi suspension repair dubai,0.0,6.0,0.0,10.67
Queries,307,Queries!A307:E307,mercedes benz workshop,0.0,6.0,0.0,10.67
Queries,308,Queries!A308:E308,brabus 800,0.0,6.0,0.0,11.0
Queries,309,Queries!A309:E309,rolls royce oil change,0.0,6.0,0.0,11.67
Queries,310,Queries!A310:E310,porsche diagnostics dip2,0.0,6.0,0.0,12.17
Queries,311,Queries!A311:E311,صيانة اودي,0.0,6.0,0.0,12.33
Queries,312,Queries!A312:E312,audi repair in dubai,0.0,6.0,0.0,12.5
Queries,313,Queries!A313:E313,car steering repair,0.0,6.0,0.0,13.5
Queries,314,Queries!A314:E314,minor car body repairs,0.0,6.0,0.0,13.5
Queries,315,Queries!A315:E315,ferrari transmission repair,0.0,6.0,0.0,13.67
Queries,316,Queries!A316:E316,professional paint protection film in dubai,0.0,6.0,0.0,13.83
Queries,317,Queries!A317:E317,mclaren service,0.0,6.0,0.0,14.5
Queries,318,Queries!A318:E318,volkswagen workshop dubai,0.0,6.0,0.0,15.33
Queries,319,Queries!A319:E319,exhaust repair near me,0.0,6.0,0.0,15.83
Queries,320,Queries!A320:E320,bently repair,0.0,6.0,0.0,17.67
Queries,321,Queries!A321:E321,mercedes service center,0.0,6.0,0.0,18.17
Queries,322,Queries!A322:E322,bentley transmission repair,0.0,6.0,0.0,18.5
Queries,323,Queries!A323:E323,bentley transmission repair dubai,0.0,6.0,0.0,19.83
Queries,324,Queries!A324:E324,car brake maintenance dubai,0.0,6.0,0.0,23.17
Queries,325,Queries!A325:E325,car diagnostic service dubai,0.0,6.0,0.0,24.83
Queries,326,Queries!A326:E326,mercedes coding,0.0,6.0,0.0,25.33
Queries,327,Queries!A327:E327,nissan authorised service centre near me,0.0,6.0,0.0,26.33
Queries,328,Queries!A328:E328,engine diagnostic dubai,0.0,6.0,0.0,28.17
Queries,329,Queries!A329:E329,mercedes car coding,0.0,6.0,0.0,29.17
Queries,330,Queries!A330:E330,mazda service centers in dubai,0.0,6.0,0.0,31.83
Queries,331,Queries!A331:E331,ford service dubai,0.0,6.0,0.0,32.0
Queries,332,Queries!A332:E332,range rover dent repair,0.0,6.0,0.0,32.33
Queries,333,Queries!A333:E333,chrysler satin al dubai,0.0,6.0,0.0,37.5
Queries,334,Queries!A334:E334,nissan car service cost,0.0,6.0,0.0,44.67
Queries,335,Queries!A335:E335,صيانة بنتلي,0.0,6.0,0.0,50.33
